"","lsam","linc","educ","cacc","sacc","hous","life","occ"
"33",14.0779132832306,13.2232036923304,17,4,2,3,2,7
"34",14.0779132832306,13.3939922845339,17,4,2,3,2,7
"35",14.0779132832306,13.6945286614035,17,4,2,3,2,7
"36",6.30991827822652,11.4081203506041,12,2,2,3,1,6
"37",6.30991827822652,11.4081203506041,12,2,2,3,1,6
"38",6.30991827822652,11.4081203506041,12,2,2,3,1,6
"39",6.30991827822652,11.4081203506041,12,2,2,3,1,6
"40",6.30991827822652,11.4081203506041,12,2,2,3,1,6
"41",3.91202300542815,10.8599600740431,17,5,1,3,1,7
"42",3.91202300542815,10.8599600740431,17,5,1,3,1,7
"43",3.91202300542815,10.8405608235928,17,5,1,3,1,7
"44",3.91202300542815,10.8405608235928,17,5,1,3,1,7
"45",3.91202300542815,10.8599600740431,17,5,1,3,1,7
"46",14.8733182130725,15.2191658423556,17,2,4,3,2,6
"47",14.8522651732536,15.241037651396,17,2,4,3,2,6
"48",14.893937145973,15.4006660236785,17,2,4,3,2,6
"49",14.763319336555,15.2993965852272,17,2,4,3,2,6
"50",14.904089345654,15.4832268124401,17,2,4,3,2,6
"51",4.0943445622221,11.0829114839407,14,2,2,4,1,5
"52",4.0943445622221,11.0829114839407,14,2,2,4,1,5
"53",4.0943445622221,11.0829114839407,14,2,2,4,1,5
"54",4.0943445622221,11.0829114839407,14,2,2,4,1,5
"55",4.0943445622221,11.0829114839407,14,2,2,4,1,5
"56",9.80090096376103,11.8207777442114,16,3,3,3,1,6
"57",9.80090096376103,12.3061441992544,16,3,3,3,1,6
"58",9.80090096376103,11.9643195049668,16,3,3,3,1,6
